"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","projectId","basisOfRecord","individualCount","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","license","isSequenced","identifier","facts","relations","institutionKey","isInCluster","datasetName","recordedBy","identifiedBy","nucleotideSequence","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","http...unknown.org.localId","identifier.1","habitat","verbatimEventDate","http...unknown.org.crawl_attempt","locality","gbifID","language","collectionCode","occurrenceID","type","catalogNumber","institutionCode","name","elevation","elevationAccuracy","depth","depthAccuracy","modified","collectionKey","preparations","rightsHolder","institutionID","municipality","disposition","ownerInstitutionCode","occurrenceRemarks","collectionID","networkKeys","datasetID","otherCatalogNumbers","recordNumber","taxonID","identificationID","gadm","http...unknown.org.dateLastUpdated","http...unknown.org.declaredCount","http...unknown.org.code","http...unknown.org.conceptualSchema","http...unknown.org.maxSearchResponseRecords","nomenclaturalCode","identificationRemarks","previousIdentifications","locationID","dateIdentified"
"211648476","Narcissus tortifolius Fern.Casas",37.61,-1.11,"cdc,gass84,cdpi,colmano,inmafu","96b9eec4-f762-11e1-a439-00145eb45e9a","eba6daa8-0281-479e-aa2d-d78a2614db93","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-17T22:02:24.702+00:00","2026-04-24T08:46:52.608+00:00",360,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",2858471,6,7707728,196,1169,7682,2858200,2858471,2858471,"Narcissus tortifolius Fern.Casas","Plantae","Tracheophyta","Asparagales","Amaryllidaceae","Narcissus","Narcissus tortifolius","Narcissus","tortifolius","SPECIES","ACCEPTED",NA,"EUROPE","Mu",2000,2,17,"2000-02-17",48,48,"2026-04-24T08:46:52.608+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"211648476","none","none","0d3bc86d-03b3-4475-b018-67c8c79d97cd",FALSE,NA,"P. Sánchez-Gómez, M. A. Carrión & G. Rabal","P. Sánchez-Gómez","none","WGS84","Liliopsida","ES","none","none","EUROPE","Spain","EUROPE","MUB",NA,NA,NA,"366","Cartagena; Los Ruices","211648476",NA,"SURESTE","211648476",NA,"49764-1","MUB","Narcissus tortifolius Fern.Casas",320,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211648477","Narcissus tortifolius Fern.Casas",37.61,-1.11,"cdc,gass84,cdpi,colmano,inmafu","96b9eec4-f762-11e1-a439-00145eb45e9a","eba6daa8-0281-479e-aa2d-d78a2614db93","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-17T22:02:24.702+00:00","2026-04-24T08:46:56.772+00:00",360,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",2858471,6,7707728,196,1169,7682,2858200,2858471,2858471,"Narcissus tortifolius Fern.Casas","Plantae","Tracheophyta","Asparagales","Amaryllidaceae","Narcissus","Narcissus tortifolius","Narcissus","tortifolius","SPECIES","ACCEPTED",NA,"EUROPE","Mu",2000,2,17,"2000-02-17",48,48,"2026-04-24T08:46:56.772+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"211648477","none","none","0d3bc86d-03b3-4475-b018-67c8c79d97cd",FALSE,NA,"P. Sánchez-Gómez, M. A. Carrión & G. Rabal","P. Sánchez-Gómez","none","WGS84","Liliopsida","ES","none","none","EUROPE","Spain","EUROPE","MUB",NA,NA,NA,"366","Cartagena; Los Ruices","211648477",NA,"SURESTE","211648477",NA,"49765-1","MUB","Narcissus tortifolius Fern.Casas",320,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211648478","Narcissus tortifolius Fern.Casas",37.61,-1.11,"cdc,gass84,cdpi,colmano,inmafu","96b9eec4-f762-11e1-a439-00145eb45e9a","eba6daa8-0281-479e-aa2d-d78a2614db93","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-17T22:02:24.702+00:00","2026-04-24T08:46:56.831+00:00",360,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",2858471,6,7707728,196,1169,7682,2858200,2858471,2858471,"Narcissus tortifolius Fern.Casas","Plantae","Tracheophyta","Asparagales","Amaryllidaceae","Narcissus","Narcissus tortifolius","Narcissus","tortifolius","SPECIES","ACCEPTED",NA,"EUROPE","Mu",2000,2,17,"2000-02-17",48,48,"2026-04-24T08:46:56.831+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"211648478","none","none","0d3bc86d-03b3-4475-b018-67c8c79d97cd",FALSE,NA,"P. Sánchez-Gómez, M. A. Carrión & G. Rabal","P. Sánchez-Gómez","none","WGS84","Liliopsida","ES","none","none","EUROPE","Spain","EUROPE","MUB",NA,NA,NA,"366","Cartagena; Los Ruices","211648478",NA,"SURESTE","211648478",NA,"49766-1","MUB","Narcissus tortifolius Fern.Casas",350,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211648479","Narcissus tortifolius Fern.Casas",37.61,-1.11,"cdc,gass84,cdpi,colmano,inmafu","96b9eec4-f762-11e1-a439-00145eb45e9a","eba6daa8-0281-479e-aa2d-d78a2614db93","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-17T22:02:24.702+00:00","2026-04-24T08:46:56.074+00:00",360,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",2858471,6,7707728,196,1169,7682,2858200,2858471,2858471,"Narcissus tortifolius Fern.Casas","Plantae","Tracheophyta","Asparagales","Amaryllidaceae","Narcissus","Narcissus tortifolius","Narcissus","tortifolius","SPECIES","ACCEPTED",NA,"EUROPE","Mu",2000,2,17,"2000-02-17",48,48,"2026-04-24T08:46:56.074+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"211648479","none","none","0d3bc86d-03b3-4475-b018-67c8c79d97cd",FALSE,NA,"P. Sánchez-Gómez, M. A. Carrión & G. Rabal","P. Sánchez-Gómez","none","WGS84","Liliopsida","ES","none","none","EUROPE","Spain","EUROPE","MUB",NA,NA,NA,"366","Cartagena; Los Ruices","211648479",NA,"SURESTE","211648479",NA,"49767-1","MUB","Narcissus tortifolius Fern.Casas",350,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211648480","Narcissus tortifolius Fern.Casas",37.51,-1.11,"cdc,gass84,cdpi,colmano,inmafu","96b9eec4-f762-11e1-a439-00145eb45e9a","eba6daa8-0281-479e-aa2d-d78a2614db93","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-17T22:02:24.702+00:00","2026-04-24T08:46:55.479+00:00",360,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",2858471,6,7707728,196,1169,7682,2858200,2858471,2858471,"Narcissus tortifolius Fern.Casas","Plantae","Tracheophyta","Asparagales","Amaryllidaceae","Narcissus","Narcissus tortifolius","Narcissus","tortifolius","SPECIES","ACCEPTED",NA,"EUROPE","Mu",2000,2,24,"2000-02-24",55,55,"2026-04-24T08:46:55.479+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"211648480","none","none","0d3bc86d-03b3-4475-b018-67c8c79d97cd",FALSE,NA,"P. Sánchez-Gómez, M. A. Carrión, A. F. Carrillo & G. Rabal","P. Sánchez-Gómez","none","WGS84","Liliopsida","ES","none","none","EUROPE","Spain","EUROPE","MUB",NA,NA,NA,"366","Cartagena; La Mojonera, La Azohía","211648480",NA,"SURESTE","211648480",NA,"49768-1","MUB","Narcissus tortifolius Fern.Casas",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211648481","Narcissus tortifolius Fern.Casas",37.51,-1.11,"cdc,gass84,cdpi,colmano,inmafu","96b9eec4-f762-11e1-a439-00145eb45e9a","eba6daa8-0281-479e-aa2d-d78a2614db93","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-17T22:02:24.702+00:00","2026-04-24T08:46:50.537+00:00",360,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",2858471,6,7707728,196,1169,7682,2858200,2858471,2858471,"Narcissus tortifolius Fern.Casas","Plantae","Tracheophyta","Asparagales","Amaryllidaceae","Narcissus","Narcissus tortifolius","Narcissus","tortifolius","SPECIES","ACCEPTED",NA,"EUROPE","Mu",2000,2,24,"2000-02-24",55,55,"2026-04-24T08:46:50.537+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"211648481","none","none","0d3bc86d-03b3-4475-b018-67c8c79d97cd",FALSE,NA,"P. Sánchez-Gómez, M. A. Carrión, A. F. Carrillo & G. Rabal","P. Sánchez-Gómez","none","WGS84","Liliopsida","ES","none","none","EUROPE","Spain","EUROPE","MUB",NA,NA,NA,"366","Cartagena; La Mojonera, La Azohía","211648481",NA,"SURESTE","211648481",NA,"49769-1","MUB","Narcissus tortifolius Fern.Casas",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415621259","Narcissus tortifolius Fern.Casas",37.89,-1.24,"cdc,gass84,iddativ,osiic,colmafu,inmafu","962cceea-f762-11e1-a439-00145eb45e9a","7fadb370-f921-11dd-af50-b8a03c50a862","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-17T22:12:36.543+00:00","2026-04-24T14:05:11.448+00:00",392,NA,"PRESERVED_SPECIMEN",1,"PRESENT",2858471,6,7707728,196,1169,7682,2858200,2858471,2858471,"Narcissus tortifolius Fern.Casas","Plantae","Tracheophyta","Asparagales","Amaryllidaceae","Narcissus","Narcissus tortifolius","Narcissus","tortifolius","SPECIES","ACCEPTED",7071,"EUROPE","Murcia",2000,2,24,"2000-02-24",55,55,"2026-04-24T14:05:11.448+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"3AA455B2-FE6C-48D1-B3D2-FAF1EFE485CA","none","none","f9fd1a64-464a-4cbf-8a6c-60d7ca4e4446",FALSE,"MGC Herbarium University of Malaga (Spain): MGC-Cormof dataset","G. Rabal, P. Sánchez-Gómez, A. F. Carrillo & M. A. Carrión","F. J. Fernández Casas","none","WGS84","Liliopsida","ES","none","none","EUROPE","Spain","EUROPE",NA,"3AA455B2-FE6C-48D1-B3D2-FAF1EFE485CA","En claros de cornicales sobre litosuelos calizos","24/02/2000","417","La Mojonera","415621259","es","MGC-Cormof","3AA455B2-FE6C-48D1-B3D2-FAF1EFE485CA","PhysicalObject","47683-1","MGC","Narcissus tortifolius Fern.Casas",NA,NA,NA,NA,"2024-12-20T12:00:00.000+00:00","dcf31393-fdcd-48d6-8e33-7eb584ab9ed3","Pliego",NA,"https://www.gbif.org/publisher/7fadb370-f921-11dd-af50-b8a03c50a862","Cartagena","in collection",NA,NA,NA,NA,NA,"MGC:MGC-Cormof:47683-1",NA,NA,NA,NA,"2013-06-14T15:24:00.000+02:00","73157","MGC-Cormof","http://digir.sourceforge.net/schema/conceptual/darwin/2003/1.0/darwin2.xsd","1000",NA,NA,NA,NA,NA
"415621260","Narcissus tortifolius Fern.Casas",37.62,-1.13,"cdc,gass84,iddativ,osiic,colmafu,inmafu","962cceea-f762-11e1-a439-00145eb45e9a","7fadb370-f921-11dd-af50-b8a03c50a862","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-17T22:12:36.543+00:00","2026-04-24T14:10:55.087+00:00",392,NA,"PRESERVED_SPECIMEN",1,"PRESENT",2858471,6,7707728,196,1169,7682,2858200,2858471,2858471,"Narcissus tortifolius Fern.Casas","Plantae","Tracheophyta","Asparagales","Amaryllidaceae","Narcissus","Narcissus tortifolius","Narcissus","tortifolius","SPECIES","ACCEPTED",7071,"EUROPE","Murcia",2000,2,17,"2000-02-17",48,48,"2026-04-24T14:10:55.087+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"F74FDA17-0C3E-40F1-AB89-050B01F7A032","none","none","f9fd1a64-464a-4cbf-8a6c-60d7ca4e4446",FALSE,"MGC Herbarium University of Malaga (Spain): MGC-Cormof dataset","G. Rabal, P. Sánchez-Gómez, F. de Castro & M. A. Carrión Vilches","F. J. Fernández Casas","none","WGS84","Liliopsida","ES","none","none","EUROPE","Spain","EUROPE",NA,"F74FDA17-0C3E-40F1-AB89-050B01F7A032","Claros de albaidal (Anthyllis cytisoides) y de jaral (Cistus albidus), sobre esquistos","17/02/2000","417","Los Ruices","415621260","es","MGC-Cormof","F74FDA17-0C3E-40F1-AB89-050B01F7A032","PhysicalObject","47684-1","MGC","Narcissus tortifolius Fern.Casas",NA,NA,NA,NA,"2024-12-20T12:00:00.000+00:00","dcf31393-fdcd-48d6-8e33-7eb584ab9ed3","Pliego",NA,"https://www.gbif.org/publisher/7fadb370-f921-11dd-af50-b8a03c50a862","Cartagena","in collection",NA,NA,NA,NA,NA,"MGC:MGC-Cormof:47684-1",NA,NA,NA,NA,"2013-06-14T15:24:00.000+02:00","73157","MGC-Cormof","http://digir.sourceforge.net/schema/conceptual/darwin/2003/1.0/darwin2.xsd","1000",NA,NA,NA,NA,NA
"211647569","Narcissus tortifolius Fern.Casas",37.01,-1.81,"gass84,cdpi,colmano,inmafu","96b9eec4-f762-11e1-a439-00145eb45e9a","eba6daa8-0281-479e-aa2d-d78a2614db93","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-17T22:02:24.702+00:00","2026-04-24T08:46:53.758+00:00",360,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",2858471,6,7707728,196,1169,7682,2858200,2858471,2858471,"Narcissus tortifolius Fern.Casas","Plantae","Tracheophyta","Asparagales","Amaryllidaceae","Narcissus","Narcissus tortifolius","Narcissus","tortifolius","SPECIES","ACCEPTED",NA,NA,"Al",2000,3,6,"2000-03-06",66,66,"2026-04-24T08:46:53.758+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"211647569","none","none","0d3bc86d-03b3-4475-b018-67c8c79d97cd",FALSE,NA,"A. F. Carrillo & M. A. Carrión","P. Sánchez-Gómez","none","WGS84","Liliopsida","ES","none","none","EUROPE","Spain","EUROPE","MUB",NA,NA,NA,"366","Turre; Sierra de Cabrera","211647569",NA,"SURESTE","211647569",NA,"100843-1","MUB","Narcissus tortifolius Fern.Casas",490,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211647574","Narcissus tortifolius Fern.Casas",37.01,-1.81,"gass84,cdpi,colmano,inmafu","96b9eec4-f762-11e1-a439-00145eb45e9a","eba6daa8-0281-479e-aa2d-d78a2614db93","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-17T22:02:24.702+00:00","2026-04-24T08:46:50.430+00:00",360,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",2858471,6,7707728,196,1169,7682,2858200,2858471,2858471,"Narcissus tortifolius Fern.Casas","Plantae","Tracheophyta","Asparagales","Amaryllidaceae","Narcissus","Narcissus tortifolius","Narcissus","tortifolius","SPECIES","ACCEPTED",NA,NA,"Al",2000,3,6,"2000-03-06",66,66,"2026-04-24T08:46:50.430+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"211647574","none","none","0d3bc86d-03b3-4475-b018-67c8c79d97cd",FALSE,NA,"A. F. Carrillo & M. A. Carrión","P. Sánchez-Gómez","none","WGS84","Liliopsida","ES","none","none","EUROPE","Spain","EUROPE","MUB",NA,NA,NA,"366","Turre; Sierra de Cabrera","211647574",NA,"SURESTE","211647574",NA,"100848-1","MUB","Narcissus tortifolius Fern.Casas",490,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318117264","Narcissus tortifolius Fern.Casas",37.09,-2.08,"cdc,gass84,osiic,colmafu,inmafu","835852b2-f762-11e1-a439-00145eb45e9a","30b36805-4849-4abb-a39c-01b3a7fa3f2e","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-18T01:37:27.890+00:00","2026-04-24T04:49:52.012+00:00",354,NA,"PRESERVED_SPECIMEN",1,"PRESENT",2858471,6,7707728,196,1169,7682,2858200,2858471,2858471,"Narcissus tortifolius Fern.Casas","Plantae","Tracheophyta","Asparagales","Amaryllidaceae","Narcissus","Narcissus tortifolius","Narcissus","tortifolius","SPECIES","ACCEPTED",707,"EUROPE","Almeria",1999,3,13,"1999-03-13",72,72,"2026-04-24T04:49:52.012+00:00","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"3F8C7065-C6E8-4974-875A-0011B028B6FE","none","none","8aa53465-012a-4394-bc5a-5f99beee1ce7",FALSE,NA,"M.B.Crespo, J.L.Solanas, A.Barber, J.C.Cristóbal & al.","M.B.Crespo, J.L.Solanas, A.Barber, J.C.Cristóbal & al.","none","WGS84","Liliopsida","ES","none","none","EUROPE","Spain","EUROPE","ABH","3F8C7065-C6E8-4974-875A-0011B028B6FE",NA,"13/3/1999","360","Sorbas; El Río de Aguas","318117264",NA,"ABH","3F8C7065-C6E8-4974-875A-0011B028B6FE",NA,"45308-1","ABH","Narcissus tortifolius Fern.Casas",390,0,NA,NA,"2016-09-28T13:02:03.000+00:00","189e886d-b24c-4f29-8ee3-3827e567e7df",NA,NA,NA,NA,NA,NA,"Iter Almeria 1999; yesos cristalinos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1936546972","Narcissus tortifolius Fern.Casas",37.0769,-2.0787,"cdc,gass84,inmano","834c9918-f762-11e1-a439-00145eb45e9a","0363cbd4-f666-455e-8e86-0bbddcf51950","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-18T01:37:27.366+00:00","2026-04-24T05:21:19.608+00:00",423,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",2858471,6,7707728,196,1169,7682,2858200,2858471,2858471,"Narcissus tortifolius Fern.Casas","Plantae","Tracheophyta","Asparagales","Amaryllidaceae","Narcissus","Narcissus tortifolius","Narcissus","tortifolius","SPECIES","ACCEPTED",NA,"EUROPE","Almería",1999,3,4,"1999-03-04",63,63,"2026-04-24T05:21:19.608+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"5365d748-20fe-11e3-9e2e-000c29035824","none","none",NA,FALSE,NA,"Barra",NA,"none","WGS84","Liliopsida","ES","none","none","EUROPE","Spain","EUROPE","MA","5365d748-20fe-11e3-9e2e-000c29035824","Habitat: yesos y calizas","04031999","429","Cortijo del Cura-Los Molinos de Río de Aguas","1936546972","es","MA","5365d748-20fe-11e3-9e2e-000c29035824","Collection","MA-01-00622425","MA","Narcissus tortifolius Fern.Casas",NA,NA,NA,NA,NA,NA,NA,NA,"0363cbd4-f666-455e-8e86-0bbddcf51950",NA,NA,"MA",NA,NA,"17abcf75-2f1e-46dd-bf75-a5b21dd02655","834c9918-f762-11e1-a439-00145eb45e9a","MA-622425-1",NA,"2858471","c1a23ec3-20fe-11e3-9e2e-000c29035824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3829878467","Narcissus tortifolius Fern.Casas",37.0887709,-2.161123,"cdc,cdrep,inmano","834dcb62-f762-11e1-a439-00145eb45e9a","e8fb330c-5750-4698-afba-5438618af521","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-18T01:37:26.846+00:00","2026-04-24T06:43:37.380+00:00",400,NA,"PRESERVED_SPECIMEN",NA,"PRESENT",2858471,6,7707728,196,1169,7682,2858200,2858471,2858471,"Narcissus tortifolius Fern.Casas","Plantae","Tracheophyta","Asparagales","Amaryllidaceae","Narcissus","Narcissus tortifolius","Narcissus","tortifolius","SPECIES","ACCEPTED",7071,"EUROPE","Almería",1992,3,18,"1992-03-18",78,78,"2026-04-24T06:43:37.380+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"914CDD45-0978-4178-BE6C-67C1F9802D18","none","none",NA,FALSE,"Herbario BIO de Plantas Vasculares (BIO), Universidad del Pais Vasco (UPV/EHU)","C. Roscher|J.M. Olano","C. Roscher|J.M. Olano","none","WGS84","Liliopsida","ES","none","none","EUROPE","Spain","EUROPE","BIO","914CDD45-0978-4178-BE6C-67C1F9802D18",NA,"18/03/1992","406","Sorbas","3829878467","es | en","BIO","914CDD45-0978-4178-BE6C-67C1F9802D18","PhysicalObject","8571-1","Universidad del Pais Vasco (UPV/EHU)","Narcissus tortifolius Fern.Casas",400,0,NA,NA,"2021-06-08T10:49:06.000+00:00",NA,"Pliego",NA,"e8fb330c-5750-4698-afba-5438618af521",NA,"in collection",NA,NA,NA,NA,"doi:10.15468/xtjld4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICBN",NA,NA,NA,NA
"3799436425","Narcissus tortifolius Fern.Casas",37.13,-2.05,"cdc,gass84,iddativ","7a037b5e-f5e9-400f-b259-b079c9df2925","d68c4230-a271-11d8-a9b3-b8a03c50a862","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-22T07:56:01.971+00:00","2026-04-24T07:02:29.608+00:00",183,NA,"PRESERVED_SPECIMEN",1,"PRESENT",2858471,6,7707728,196,1169,7682,2858200,2858471,2858471,"Narcissus tortifolius Fern.Casas","Plantae","Tracheophyta","Asparagales","Amaryllidaceae","Narcissus","Narcissus tortifolius","Narcissus","tortifolius","SPECIES","ACCEPTED",71,"EUROPE","Almería",1983,2,13,"1983-02-13",44,44,"2026-04-24T07:02:29.608+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"GDA:GDAC-Fanero:14282-1","none","none","a46ced27-ecc3-43df-981f-d6de329f50b4",FALSE,"Herbario de la Universidad de Granada: Colección GDAC-Fanerogamia","R. Lázaro Suan.","Fernández Casas, J.","none","WGS84","Liliopsida","ES","none","none","EUROPE","Spain","EUROPE",NA,"GDA:GDAC-Fanero:14282-1",NA,"13/02/1983","190","Almería, Cerrón, cima y parte superior de las laderas N. NW y W","3799436425","es","GDAC-Fanero","GDA:GDAC-Fanero:14282-1","PhysicalObject","14282-1","GDA","Narcissus tortifolius Fern.Casas",NA,NA,NA,NA,"2022-03-30T21:51:01.000+00:00","13b0c982-4d50-404a-bda7-ad35102e073f","Pliego","Herbarium University of Granada, Spain","https://www.gbif.org/grscicoll/institution/a46ced27-ecc3-43df-981f-d6de329f50b4",NA,"in collection","GDA",NA,"https://www.gbif.org/grscicoll/collection/13b0c982-4d50-404a-bda7-ad35102e073f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Etiqueta del Real Jardín Botánico de Madrid (MA)",NA,NA,NA
"3799447055","Narcissus tortifolius Fern.Casas",37.13,-2.04,"cdc,gass84,iddativ","7a037b5e-f5e9-400f-b259-b079c9df2925","d68c4230-a271-11d8-a9b3-b8a03c50a862","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862","ES","EML","2026-04-22T07:56:01.971+00:00","2026-04-24T07:02:30.743+00:00",183,NA,"PRESERVED_SPECIMEN",1,"PRESENT",2858471,6,7707728,196,1169,7682,2858200,2858471,2858471,"Narcissus tortifolius Fern.Casas","Plantae","Tracheophyta","Asparagales","Amaryllidaceae","Narcissus","Narcissus tortifolius","Narcissus","tortifolius","SPECIES","ACCEPTED",707,"EUROPE","Almería",1983,2,26,"1983-02-26",57,57,"2026-04-24T07:02:30.743+00:00","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"GDA:GDAC-Fanero:15512-1","none","none","a46ced27-ecc3-43df-981f-d6de329f50b4",FALSE,"Herbario de la Universidad de Granada: Colección GDAC-Fanerogamia","A.T. Romero & P. Sánchez Castillo","F.J. Fernández Casas","none","WGS84","Liliopsida","ES","none","none","EUROPE","Spain","EUROPE",NA,"GDA:GDAC-Fanero:15512-1","suelos gipsófilos","26/02/1983","190","Almería, Sorbas, Los Castaños; Locus Classicus ipsissimus","3799447055","es","GDAC-Fanero","GDA:GDAC-Fanero:15512-1","PhysicalObject","15512-1","GDA","Narcissus tortifolius Fern.Casas",NA,NA,NA,NA,"2022-03-30T21:51:01.000+00:00","13b0c982-4d50-404a-bda7-ad35102e073f","Pliego","Herbarium University of Granada, Spain","https://www.gbif.org/grscicoll/institution/a46ced27-ecc3-43df-981f-d6de329f50b4",NA,"in collection","GDA","Coordenadas transformadas por  F.J. Fernández Casas, Junio, 2014","https://www.gbif.org/grscicoll/collection/13b0c982-4d50-404a-bda7-ad35102e073f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Etiqueta del Real Jardín Botánico de Madrid (MA)",NA,NA,NA
